LSOA Code,Total
E01002367,3
E01002368,14
E01002369,1
E01002370,7
E01002371,1
E01002372,1
E01002373,2
E01002374,6
E01002375,1
E01002376,2
E01002377,2
E01002379,3
E01002380,4
E01002381,1
E01002382,3
E01002383,3
E01002384,5
E01002385,12
E01002386,22
E01002387,1
E01002388,1
E01002390,1
E01002392,3
E01002393,5
E01002394,4
E01002395,2
E01002396,16
E01002397,23
E01002398,2
E01002399,6
E01002400,5
E01002401,5
E01002402,4
E01002403,2
E01002405,9
E01002408,1
E01002410,6
E01002411,4
E01002412,17
E01002413,3
E01002414,12
E01002416,2
E01002417,6
E01002419,4
E01002420,3
E01002421,1
E01002422,8
E01002423,5
E01002424,2
E01002426,2
E01002427,2
E01002428,2
E01002429,1
E01002431,2
E01002432,12
E01002433,2
E01002435,1
E01002436,1
E01002437,3
E01002439,2
E01002441,1
E01002442,2
E01002443,11
E01002444,112
E01002445,5
E01002446,6
E01002447,11
E01002448,6
E01002449,6
E01002450,1
E01002451,1
E01002452,2
E01002453,1
E01002454,5
E01002455,1
E01002456,2
E01002457,4
E01002458,1
E01002460,6
E01002461,1
E01002463,1
E01002465,1
E01002466,2
E01002467,2
E01002468,2
E01002469,1
E01002470,7
E01002471,1
E01002472,9
E01002473,1
E01002474,2
E01002475,1
E01002476,1
E01002477,1
E01002478,4
E01002479,1
E01002480,1
E01002481,8
E01002483,18
E01002484,3
E01002485,6
E01002486,5
E01002487,4
E01002488,4
E01002489,25
E01002490,9
E01002492,2
E01002493,3
E01002494,1
E01002495,3
E01002496,12
E01002497,25
E01002498,5
E01002501,2
E01002502,3
E01002503,11
E01002505,46
E01002506,62
E01002507,6
E01002508,9
E01002511,3
E01002512,9
E01002513,3
E01002514,73
E01002516,3
E01002518,2
E01002519,4
E01002520,6
E01002521,108
E01002523,5
E01002525,1
E01002526,9
E01002527,1
E01002528,3
E01002529,13
E01002530,2
E01002531,2
E01002534,1
E01002535,19
E01002536,1
E01002537,4
E01002538,4
E01002540,5
E01002541,4
E01002542,12
E01002543,6
E01002544,4
E01002545,4
E01002546,6
E01002547,4
E01002549,1
E01002550,3
E01002551,4
E01002552,3
E01002553,1
E01002555,4
E01002556,1
E01002557,2
E01002558,6
E01002559,4
E01002560,2
E01002561,2
E01002562,61
E01002563,20
E01002564,4
E01002565,46
E01002567,1
E01002569,5
E01002570,13
E01002571,3
E01002572,9
E01002573,6
E01002574,11
E01002575,5
E01002576,3
E01002578,8
E01002579,5
E01002580,10
E01002581,3
E01002582,2
E01002583,9
E01002584,13
E01002585,2
E01002586,3
E01002587,10
E01002588,4
E01002589,8
E01002590,5
E01002591,1
E01002592,13
E01002593,9
E01002594,4
E01002595,14
E01002596,2
E01002598,9
E01002599,2
E01002600,2
E01002601,3
E01002603,2
E01002604,2
E01002605,3
E01002606,3
E01002607,4
E01002608,4
E01002609,3
E01002610,4
E01002611,3
E01002612,23
E01002613,1
E01002614,8
E01002615,8
E01002616,2
E01002619,1
E01002620,9
E01002621,4
E01002622,3
E01002623,3
E01002624,13
E01002625,2
E01002626,5
E01002627,2
E01002628,9
E01002629,10
E01002630,8
E01002631,6
E01002632,4
E01002633,9
E01002634,2
E01002635,1
E01002636,6
E01002637,45
E01002638,7
E01002639,5
E01002640,9
E01002641,30
E01002643,7
E01002645,11
E01002646,10
E01002647,5
E01002649,9
E01002650,9
E01002651,4
E01002652,5
E01002654,2
E01002655,5
E01002656,1
E01002657,3
E01002660,6
E01002661,16
E01002662,21
E01002663,5
E01002665,8
E01002666,4
E01002667,6
E01002668,2
E01002669,2
E01002670,1
E01002671,1
E01002672,11
E01002673,4
E01002675,2
E01002676,12
E01002677,10
E01002678,8
E01002679,5
E01002680,2
E01002681,11
E01002682,11
E01002686,5
E01002689,2
E01002690,1
E01002691,7
E01002692,6
E01002693,32
E01002694,8
E01002695,100
E01002696,184
E01002697,39
E01002698,13
E01002699,5
E01002700,9
E01002701,136
E01002702,74
E01002703,37
E01002704,681
E01002706,93
E01002707,72
E01002708,50
E01002709,10
E01002710,45
E01002711,196
E01002712,22
E01002713,16
E01002714,18
E01002715,11
E01002716,26
E01002717,8
E01002718,19
E01002719,26
E01002720,26
E01002721,15
E01002722,8
E01002723,58
E01002724,542
E01002725,42
E01002726,183
E01002727,71
E01002728,50
E01002729,25
E01002730,36
E01002732,29
E01002733,4
E01002734,589
E01002735,146
E01002736,7
E01002737,13
E01002738,38
E01002739,9
E01002740,81
E01002741,17
E01002742,18
E01002743,34
E01002744,12
E01002745,22
E01002747,73
E01002748,247
E01002749,9
E01002751,15
E01002752,12
E01002753,4
E01002754,9
E01002755,3
E01002756,11
E01002757,4
E01002758,7
E01002759,3
E01002760,5
E01002762,16
E01002763,23
E01002764,17
E01002765,40
E01002766,14
E01002767,20
E01002768,16
E01002769,8
E01002770,111
E01002771,8
E01002772,24
E01002773,12
E01002774,30
E01002775,56
E01002776,27
E01002777,21
E01002778,21
E01002779,92
E01002780,17
E01002781,10
E01002782,45
E01002783,14
E01002784,10
E01002785,21
E01002786,15
E01002787,6
E01002788,18
E01002789,19
E01002790,35
E01002791,42
E01002792,28
E01002793,32
E01002794,265
E01002795,165
E01002796,7
E01002797,30
E01002798,34
E01002799,25
E01002800,16
E01002801,84
E01002802,19
E01002804,7
E01002805,46
E01002806,8
E01002807,5
E01002808,5
E01002809,5
E01002810,7
E01002811,3
E01002812,12
E01002813,12
E01002814,12
E01002815,6
E01002816,28
E01002817,35
E01002818,315
E01002819,305
E01002821,277
E01002823,26
E01002824,14
E01002825,55
E01002826,353
E01002827,85
E01002828,12
E01002829,39
E01002830,52
E01002831,316
E01002832,77
E01002833,150
E01002834,7
E01002835,83
E01002836,11
E01002837,4
E01002839,16
E01002840,10
E01002841,3
E01002843,24
E01002844,17
E01002845,17
E01002846,13
E01002847,33
E01002848,4
E01002849,14
E01002850,74
E01002851,28
E01002852,66
E01002853,14
E01002854,30
E01002855,42
E01002856,139
E01002857,15
E01002858,42
E01002859,171
E01002860,35
E01002861,73
E01002862,12
E01002863,39
E01002864,17
E01002865,34
E01002866,4
E01002867,12
E01002868,10
E01002869,16
E01002870,13
E01002871,30
E01002872,12
E01002873,14
E01002874,16
E01002875,16
E01002876,6
E01002877,8
E01002878,47
E01002879,16
E01002880,12
E01002881,4
E01002882,62
E01002883,127
E01002884,174
E01002885,42
E01002886,44
E01002887,22
E01002888,18
E01002889,177
E01002890,10
E01002891,31
E01002892,22
E01002893,5
E01002894,9
E01002896,9
E01002897,5
E01002898,14
E01002899,40
E01002900,12
E01002901,20
E01002902,290
E01002903,68
E01002904,3
E01002905,15
E01002906,13
E01002907,4
E01002908,7
E01002909,13
E01002910,24
E01002911,35
E01002912,33
E01002913,10
E01002914,76
E01002916,1
E01002918,3
E01002919,10
E01002921,4
E01002922,1
E01002923,2
E01002927,1
E01002928,3
E01002929,7
E01002930,28
E01002931,4
E01002932,8
E01002933,4
E01002934,2
E01002935,11
E01002937,2
E01002939,5
E01002941,4
E01002945,1
E01002946,1
E01002948,8
E01002949,1
E01002952,2
E01002954,14
E01002955,2
E01002958,3
E01002959,1
E01002960,4
E01002961,2
E01002963,1
E01002964,50
E01002965,7
E01002966,3
E01002967,1
E01002968,779
E01002970,7
E01002971,1
E01002972,6
E01002973,7
E01002974,4
E01002977,3
E01002978,2
E01002979,1
E01002982,2
E01002983,2
E01002984,1
E01002987,31
E01002988,2
E01002990,3
E01002992,3
E01002993,1
E01002997,1
E01002999,1
E01003001,3
E01003002,2
E01003003,11
E01003004,2
E01003007,2
E01003008,1
E01003009,1
E01003010,1
E01003011,5
E01003013,738
E01003014,115
E01003015,18
E01003016,216
E01003017,291
E01003018,34
E01003019,7
E01003020,64
E01003021,7
E01003022,1
E01003023,11
E01003024,14
E01003025,7
E01003026,30
E01003027,2
E01003028,2
E01003029,7
E01003030,12
E01003031,3
E01003032,47
E01003033,6
E01003034,5
E01003035,655
E01003036,7
E01003037,19
E01003038,6
E01003039,75
E01003040,6
E01003041,86
E01003042,8
E01003043,13
E01003044,11
E01003045,17
E01003046,10
E01003047,687
E01003048,12
E01003049,18
E01003050,28
E01003051,22
E01003052,25
E01003053,35
E01003054,54
E01003055,238
E01003056,9
E01003057,7
E01003058,5
E01003059,12
E01003060,19
E01003061,154
E01003062,12
E01003063,2
E01003064,2
E01003065,2
E01003066,9
E01003067,1
E01003068,2
E01003070,2
E01003071,13
E01003072,5
E01003073,13
E01003074,90
E01003075,10
E01003076,94
E01003077,17
E01003078,21
E01003079,9
E01003080,3
E01003081,11
E01003082,2
E01003083,2
E01003084,3
E01003085,1
E01003086,3
E01003087,6
E01003088,23
E01003089,21
E01003090,116
E01003091,3
E01003092,8
E01003093,240
E01003094,7
E01003095,1
E01003096,19
E01003097,16
E01003098,8
E01003099,95
E01003100,37
E01003101,34
E01003102,343
E01003104,20
E01003105,17
E01003106,32
E01003107,34
E01003108,19
E01003110,27
E01003111,12
E01003112,33
E01003113,6
E01003114,31
E01003115,4
E01003116,5
E01003117,18
E01003118,49
E01003119,5
E01003120,29
E01003121,2
E01003122,23
E01003123,9
E01003124,15
E01003125,2
E01003126,31
E01003127,16
E01003128,174
E01003129,10
E01003130,10
E01003131,16
E01003132,5
E01003133,6
E01003134,4
E01003135,4
E01003136,1
E01003137,9
E01003139,6
E01003140,2
E01003141,9
E01003142,2
E01003143,3
E01003144,16
E01003145,4
E01003146,5
E01003148,2
E01003149,5
E01003150,12
E01003151,4
E01003152,3
E01003153,25
E01003154,3
E01003155,8
E01003156,1
E01003157,3
E01003158,2
E01003160,3
E01003161,3
E01003163,2
E01003164,8
E01003165,3
E01003166,12
E01003167,4
E01003169,14
E01003170,1
E01003171,6
E01003172,8
E01003173,2
E01003174,5
E01003175,1
E01003176,26
E01003177,15
E01003178,4
E01003179,3
E01003180,16
E01003181,24
E01003182,5
E01003183,21
E01003184,12
E01003185,13
E01003186,48
E01003187,4
E01003188,10
E01003189,6
E01003190,20
E01003191,4
E01003192,11
E01003193,9
E01003194,8
E01003195,4
E01003196,5
E01003197,1
E01003198,4
E01003199,17
E01003200,34
E01003201,15
E01003202,14
E01003203,8
E01003204,7
E01003205,3
E01003206,2
E01003207,45
E01003209,9
E01003210,10
E01003211,7
E01003212,3
E01003213,5
E01003214,21
E01003215,54
E01003216,5
E01003217,1
E01003218,1
E01003219,5
E01003220,3
E01003221,5
E01003222,5
E01003223,8
E01003225,17
E01003226,13
E01003227,6
E01003228,4
E01003229,11
E01003230,4
E01003231,15
E01003232,9
E01003233,5
E01003235,7
E01003236,12
E01003237,10
E01003239,4
E01003240,3
E01003241,6
E01003243,11
E01003244,17
E01003245,8
E01003246,31
E01003247,51
E01003248,31
E01003249,22
E01003251,36
E01003252,19
E01003253,63
E01003254,3
E01003255,22
E01003256,11
E01003257,2
E01003258,1
E01003259,11
E01003260,1
E01003261,2
E01003262,1
E01003263,17
E01003264,7
E01003265,7
E01003266,1
E01003267,1
E01003268,3
E01003269,5
E01003270,4
E01003272,12
E01003273,9
E01003274,20
E01003275,6
E01003276,11
E01003277,4
E01003278,14
E01003279,7
E01003281,2
E01003282,16
E01003283,10
E01003284,19
E01003285,6
E01003286,22
E01003287,4
E01003288,21
E01003290,9
E01003291,48
E01003292,16
E01003293,9
E01003295,18
E01003297,31
E01003298,2
E01003299,43
E01003300,26
E01003301,15
E01003302,13
E01003303,175
E01003304,95
E01003305,10
E01003307,2
E01003308,2
E01003309,5
E01003310,5
E01003312,1
E01003313,8
E01003314,3
E01003315,8
E01003316,1
E01003318,151
E01003319,6
E01003320,20
E01003321,9
E01003322,9
E01003323,4
E01003324,21
E01003325,6
E01003326,6
E01003327,23
E01003328,6
E01003329,2
E01003330,2
E01003331,2
E01003332,1
E01003333,2
E01003334,17
E01003335,3
E01003336,4
E01003337,2
E01003338,18
E01003339,5
E01003340,23
E01003341,6
E01003342,2
E01003343,2
E01003344,4
E01003345,4
E01003346,2
E01003347,6
E01003348,6
E01003349,3
E01003351,2
E01003352,5
E01003353,2
E01003354,1
E01003355,2
E01003356,6
E01003357,5
E01003358,8
E01003359,8
E01003360,11
E01003361,5
E01003363,2
E01003364,1
E01003365,2
E01003366,4
E01003368,1
E01003370,11
E01003371,2
E01003372,2
E01003373,2
E01003374,3
E01003375,4
E01003376,3
E01003377,1
E01003378,6
E01003379,10
E01003380,1
E01003381,1
E01003382,1
E01003383,45
E01003384,1
E01003385,2
E01003386,3
E01003387,2
E01003389,13
E01003390,12
E01003391,3
E01003392,4
E01003393,9
E01003394,5
E01003395,1
E01003396,3
E01003397,1
E01003398,5
E01003400,26
E01003401,11
E01003402,6
E01003403,1
E01003404,1
E01003405,7
E01003406,1
E01003407,4
E01003408,5
E01003409,7
E01003410,5
E01003413,6
E01003414,3
E01003415,2
E01003416,4
E01003417,2
E01003418,1
E01003419,1
E01003420,2
E01003421,3
E01003422,2
E01003423,5
E01003424,1
E01003425,1
E01003426,2
E01003427,29
E01003428,2
E01003430,6
E01003431,1
E01003432,2
E01003433,2
E01003434,1
E01003435,1
E01003436,2
E01003437,4
E01003439,12
E01003440,5
E01003441,3
E01003442,4
E01003443,2
E01003444,2
E01003445,1
E01003446,10
E01003447,3
E01003448,3
E01003449,3
E01003450,2
E01003451,2
E01003452,5
E01003453,3
E01003454,6
E01003455,4
E01003456,81
E01003457,6
E01003458,3
E01003459,7
E01003460,3
E01003461,12
E01003462,2
E01003463,1
E01003464,4
E01003468,1
E01003469,4
E01003470,5
E01003471,9
E01003473,10
E01003474,3
E01003476,1
E01003477,2
E01003478,2
E01003479,13
E01003480,12
E01003481,38
E01003483,6
E01003484,4
E01003485,14
E01003486,63
E01003487,4
E01003488,10
E01003489,59
E01003490,9
E01003491,206
E01003492,14
E01003494,5
E01003495,2
E01003496,27
E01003497,82
E01003498,17
E01003499,34
E01003500,12
E01003501,16
E01003502,57
E01003503,78
E01003506,36
E01003507,31
E01003508,16
E01003509,4
E01003511,3
E01003512,18
E01003513,28
E01003514,4
E01003515,92
E01003516,10
E01003517,24
E01003518,5
E01003519,5
E01003520,392
E01003521,490
E01003522,5
E01003523,62
E01003524,10
E01003525,56
E01003526,29
E01003527,6
E01003528,4
E01003529,26
E01003530,9
E01003531,78
E01003532,25
E01003533,7
E01003534,14
E01003535,9
E01003536,5
E01003537,25
E01003538,13
E01003539,20
E01003540,9
E01003541,7
E01003542,28
E01003543,21
E01003544,25
E01003545,10
E01003546,11
E01003547,4
E01003548,8
E01003549,7
E01003550,9
E01003551,9
E01003552,4
E01003553,21
E01003554,8
E01003555,10
E01003556,37
E01003557,11
E01003558,38
E01003559,17
E01003560,5
E01003561,8
E01003562,15
E01003563,5
E01003564,61
E01003565,10
E01003566,191
E01003567,40
E01003568,4
E01003569,404
E01003570,31
E01003571,20
E01003572,4
E01003573,102
E01003574,19
E01003575,10
E01003576,26
E01003577,15
E01003578,26
E01003579,11
E01003580,9
E01003581,16
E01003582,2
E01003583,3
E01003584,4
E01003585,4
E01003586,10
E01003587,14
E01003588,8
E01003589,17
E01003590,18
E01003591,62
E01003592,12
E01003593,31
E01003594,16
E01003595,15
E01003596,11
E01003597,2
E01003598,9
E01003599,6
E01003600,21
E01003601,48
E01003602,12
E01003603,29
E01003604,7
E01003605,26
E01003607,20
E01003608,11
E01003611,7
E01003615,16
E01003616,46
E01003618,36
E01003619,74
E01003621,4
E01003622,33
E01003623,9
E01003624,18
E01003625,7
E01003626,8
E01003627,5
E01003628,7
E01003629,6
E01003630,27
E01003631,14
E01003632,2
E01003633,6
E01003634,11
E01003635,11
E01003636,35
E01003637,2
E01003638,12
E01003639,7
E01003640,4
E01003641,14
E01003642,11
E01003643,1
E01003645,20
E01003646,7
E01003647,19
E01003648,1
E01003649,2
E01003650,3
E01003651,2
E01003652,2
E01003653,13
E01003654,1
E01003655,6
E01003656,8
E01003657,7
E01003658,5
E01003659,4
E01003661,2
E01003662,13
E01003663,2
E01003664,3
E01003665,2
E01003666,10
E01003668,22
E01003669,4
E01003670,3
E01003672,10
E01003673,5
E01003674,30
E01003675,4
E01003676,3
E01003677,3
E01003678,3
E01003679,1
E01003680,3
E01003681,8
E01003682,1
E01003683,5
E01003684,4
E01003685,9
E01003686,12
E01003688,18
E01003689,644
E01003690,33
E01003691,3
E01003692,2
E01003693,1
E01003694,2
E01003695,2
E01003696,2
E01003697,5
E01003698,1
E01003699,10
E01003700,2
E01003701,30
E01003702,1
E01003703,3
E01003704,8
E01003705,29
E01003706,2
E01003707,2
E01003708,2
E01003709,1
E01003710,2
E01003711,8
E01003712,1
E01003713,4
E01003714,18
E01003715,10
E01003716,7
E01003718,4
E01003719,20
E01003720,6
E01003721,2
E01003722,4
E01003723,3
E01003725,1
E01003726,3
E01003727,3
E01003729,81
E01003730,5
E01003731,3
E01003732,4
E01003733,21
E01003734,32
E01003735,4
E01003736,2
E01003737,5
E01003738,7
E01003739,6
E01003740,12
E01003741,8
E01003742,6
E01003743,3
E01003744,1
E01003745,2
E01003746,1
E01003748,9
E01003749,2
E01003750,9
E01003751,5
E01003752,9
E01003755,5
E01003756,5
E01003757,3
E01003759,4
E01003760,2
E01003763,2
E01003764,6
E01003765,16
E01003766,4
E01003767,32
E01003768,17
E01003769,43
E01003770,19
E01003772,5
E01003773,3
E01003774,4
E01003775,7
E01003776,3
E01003777,7
E01003778,25
E01003779,3
E01003780,1
E01003781,27
E01003782,9
E01003783,369
E01003785,7
E01003786,1
E01003787,2
E01003788,17
E01003789,7
E01003790,6
E01003791,2
E01003792,4
E01003793,4
E01003794,1
E01003795,2
E01003796,7
E01003797,1
E01003798,4
E01003799,3
E01003801,2
E01003802,3
E01003803,1
E01003804,2
E01003805,2
E01003806,3
E01003807,9
E01003808,5
E01003809,3
E01003810,1
E01003811,1
E01003812,7
E01003814,3
E01003815,6
E01003817,12
E01003818,4
E01003819,3
E01003820,1
E01003821,4
E01003823,5
E01003825,2
E01003827,1
E01003828,2
E01003829,11
E01003831,1
E01003832,2
E01003833,1
E01003834,8
E01003835,2
E01003837,1
E01003838,2
E01003839,3
E01003840,3
E01003841,6
E01003842,1
E01003843,5
E01003844,3
E01003845,3
E01003847,10
E01003848,2
E01003849,3
E01003851,4
E01003852,5
E01003853,2
E01003854,3
E01003855,4
E01003856,1
E01003857,4
E01003858,3
E01003860,3
E01003861,5
E01003862,10
E01003863,7
E01003864,1
E01003865,3
E01003867,9
E01003868,4
E01003869,3
E01003870,7
E01003871,1
E01003872,5
E01003873,12
E01003874,2
E01003875,5
E01003876,132
E01003877,3
E01003878,3
E01003882,7
E01003883,2
E01003884,4
E01003885,2
E01003886,2
E01003887,6
E01003888,4
E01003889,5
E01003891,3
E01003892,2
E01003893,3
E01003894,1
E01003895,4
E01003896,22
E01003897,8
E01003899,1
E01003905,4
E01003906,1
E01003907,1
E01003908,3
E01003909,6
E01003911,28
E01003912,10
E01003913,72
E01003914,33
E01003915,14
E01003916,35
E01003917,13
E01003918,20
E01003919,36
E01003920,14
E01003921,143
E01003922,40
E01003923,23
E01003924,13
E01003925,18
E01003926,17
E01003929,1061
E01003930,139
E01003932,287
E01003933,207
E01003934,588
E01003935,178
E01003936,79
E01003937,147
E01003938,47
E01003939,648
E01003940,42
E01003941,133
E01003942,85
E01003943,38
E01003945,3
E01003946,5
E01003947,3
E01003948,8
E01003949,5
E01003950,1
E01003951,4
E01003952,29
E01003953,73
E01003954,1
E01003955,3
E01003956,2
E01003957,2
E01003958,6
E01003960,154
E01003961,105
E01003963,18
E01003966,69
E01003969,174
E01003971,22
E01003972,14
E01003973,50
E01003975,33
E01003976,75
E01003977,31
E01003979,133
E01003980,80
E01003981,455
E01003983,18
E01003984,47
E01003986,27
E01003987,15
E01003988,34
E01003989,37
E01003990,17
E01003991,11
E01003992,12
E01003993,12
E01003994,69
E01003995,8
E01003997,10
E01003998,44
E01003999,23
E01004000,11
E01004001,7
E01004002,1
E01004003,19
E01004004,13
E01004005,40
E01004006,3
E01004007,9
E01004008,30
E01004010,99
E01004011,17
E01004012,22
E01004013,19
E01004014,13
E01004015,39
E01004016,5
E01004017,1
E01004018,5
E01004019,7
E01004020,7
E01004021,9
E01004023,108
E01004024,43
E01004028,77
E01004029,40
E01004030,32
E01004031,366
E01004032,42
E01004033,116
E01004034,33
E01004035,22
E01004036,26
E01004037,38
E01004038,41
E01004039,20
E01004040,96
E01004041,27
E01004042,41
E01004043,24
E01004044,14
E01004045,15
E01004046,13
E01004047,21
E01004048,26
E01004049,24
E01004050,8
E01004051,53
E01004052,30
E01004053,40
E01004054,21
E01004055,12
E01004056,23
E01004057,47
E01004058,34
E01004059,157
E01004060,50
E01004061,52
E01004062,81
E01004063,26
E01004064,12
E01004065,8
E01004066,17
E01004067,176
E01004068,15
E01004069,17
E01004070,21
E01004071,23
E01004072,18
E01004073,7
E01004074,21
E01004075,23
E01004076,13
E01004077,1
E01004078,1
E01004079,1
E01004080,1
E01004081,1
E01004083,2
E01004085,1
E01004086,6
E01004088,2
E01004089,1
E01004090,3
E01004093,1
E01004094,3
E01004099,9
E01004101,2
E01004102,3
E01004103,2
E01004104,3
E01004105,2
E01004107,2
E01004108,1
E01004109,1
E01004110,3
E01004111,1
E01004112,1
E01004115,2
E01004116,1
E01004118,15
E01004121,5
E01004123,7
E01004124,2
E01004125,1
E01004126,1
E01004127,3
E01004128,3
E01004129,3
E01004130,2
E01004131,1
E01004134,5
E01004137,8
E01004138,1
E01004139,1
E01004140,9
E01004141,2
E01004144,2
E01004145,2
E01004146,3
E01004148,2
E01004149,1
E01004150,2
E01004152,5
E01004153,1
E01004156,7
E01004160,1
E01004164,2
E01004166,4
E01004167,8
E01004169,2
E01004170,6
E01004171,2
E01004173,2
E01004174,1
E01004176,1
E01004177,6
E01004178,40
E01004179,1
E01004181,1
E01004182,4
E01004183,1
E01004184,1
E01004185,1
E01004186,3
E01004187,1
E01004189,1
E01004191,1
E01004192,2
E01004193,1
E01004195,5
E01004196,5
E01004198,16
E01004199,2
E01004200,18
E01004201,17
E01004202,44
E01004203,47
E01004204,13
E01004205,33
E01004206,12
E01004207,72
E01004208,355
E01004209,25
E01004211,50
E01004212,32
E01004214,3
E01004216,3
E01004217,15
E01004218,4
E01004219,32
E01004221,9
E01004222,13
E01004223,52
E01004226,19
E01004228,2
E01004229,23
E01004230,25
E01004231,43
E01004232,74
E01004233,2
E01004234,103
E01004235,25
E01004236,22
E01004237,41
E01004239,13
E01004240,5
E01004241,6
E01004243,17
E01004244,20
E01004245,11
E01004247,33
E01004248,19
E01004249,20
E01004251,33
E01004255,26
E01004256,11
E01004257,26
E01004258,12
E01004259,19
E01004260,6
E01004263,6
E01004264,10
E01004266,5
E01004267,102
E01004268,22
E01004270,71
E01004271,18
E01004272,13
E01004274,2
E01004275,4
E01004276,2
E01004277,48
E01004280,7
E01004281,3
E01004283,14
E01004286,17
E01004287,8
E01004288,13
E01004289,13
E01004290,41
E01004291,10
E01004292,8
E01004293,194
E01004295,19
E01004296,12
E01004297,5
E01004298,17
E01004300,6
E01004301,25
E01004302,44
E01004303,34
E01004304,28
E01004305,17
E01004306,123
E01004307,376
E01004308,15
E01004309,211
E01004310,108
E01004311,57
E01004312,10
E01004313,34
E01004315,37
E01004316,31
E01004319,19
E01004321,40
E01004322,96
E01004323,14
E01004324,6
E01004326,31
E01004327,4
E01004328,11
E01004329,3
E01004330,2
E01004331,4
E01004332,14
E01004333,8
E01004334,12
E01004335,15
E01004336,37
E01004337,9
E01004338,1
E01004339,6
E01004340,5
E01004341,19
E01004342,27
E01004343,3
E01004344,22
E01004345,6
E01004346,8
E01004347,18
E01004348,23
E01004349,1
E01004350,4
E01004351,2
E01004352,4
E01004353,2
E01004354,15
E01004355,1
E01004357,3
E01004358,2
E01004359,3
E01004360,2
E01004361,1
E01004362,12
E01004363,21
E01004364,19
E01004365,35
E01004366,6
E01004367,22
E01004368,9
E01004369,10
E01004370,13
E01004371,5
E01004372,3
E01004373,17
E01004374,6
E01004375,13
E01004376,32
E01004377,2
E01004378,2
E01004379,9
E01004380,5
E01004381,5
E01004382,2
E01004383,1
E01004384,5
E01004385,4
E01004386,4
E01004388,8
E01004389,3
E01004391,127
E01004392,237
E01004393,89
E01004394,33
E01004395,10
E01004396,23
E01004397,421
E01004398,8
E01004399,3
E01004400,3
E01004401,24
E01004402,5
E01004403,9
E01004404,5
E01004405,12
E01004406,20
E01004407,14
E01004408,18
E01004409,24
E01004410,27
E01004411,53
E01004412,12
E01004413,7
E01004414,14
E01004415,1
E01004416,3
E01004417,4
E01004418,5
E01004419,4
E01004420,99
E01004421,6
E01004422,90
E01004423,32
E01004424,54
E01004425,38
E01004426,19
E01004427,31
E01004428,6
E01004429,25
E01004430,85
E01004432,14
E01004434,10
E01004435,23
E01004436,18
E01004437,12
E01004438,61
E01004439,9
E01004440,62
E01004441,6
E01004442,2
E01004443,58
E01004444,66
E01004445,16
E01004446,10
E01004447,6
E01004448,34
E01004449,16
E01004450,1
E01004451,2
E01004452,22
E01004453,7
E01004454,2
E01004455,25
E01004456,9
E01004457,13
E01004458,19
E01004459,6
E01004460,58
E01004462,16
E01004463,7
E01004464,14
E01004465,3
E01004466,7
E01004467,19
E01004468,4
E01004469,6
E01004470,22
E01004471,7
E01004472,2
E01004473,2
E01004474,99
E01004475,16
E01004476,34
E01004477,6
E01004478,2
E01004479,1
E01004480,4
E01004481,17
E01004482,2
E01004483,8
E01004484,5
E01004485,6
E01004486,4
E01004487,1
E01004488,2
E01004489,2
E01004490,4
E01004492,4
E01004494,4
E01004496,12
E01004497,2
E01004498,1
E01004499,3
E01004500,3
E01004501,2
E01004502,3
E01004503,3
E01004504,3
E01004506,11
E01004507,2
E01004508,5
E01004510,8
E01004511,1
E01004512,3
E01004513,10
E01004514,5
E01004515,4
E01004516,3
E01004517,6
E01004518,3
E01004519,1
E01004520,1
E01004521,1
E01004522,3
E01004523,7
E01004524,3
E01004525,269
E01004526,31
E01004527,3
E01004528,8
E01004529,7
E01004530,3
E01004531,2
E01004532,3
E01004533,1
E01004534,10
E01004535,5
E01004536,9
E01004537,11
E01004538,4
E01004539,13
E01004540,8
E01004541,7
E01004542,5
E01004543,10
E01004544,3
E01004545,36
E01004548,23
E01004549,6
E01004551,99
E01004552,185
E01004553,10
E01004554,7
E01004555,1
E01004556,4
E01004557,5
E01004558,4
E01004560,20
E01004563,14
E01004564,12
E01004565,9
E01004566,13
E01004567,10
E01004568,5
E01004569,12
E01004570,5
E01004571,1
E01004572,3
E01004573,5
E01004574,3
E01004575,4
E01004576,1
E01004577,6
E01004579,2
E01004580,7
E01004581,8
E01004583,8
E01004584,1
E01004585,6
E01004586,5
E01004587,3
E01004588,27
E01004589,1
E01004590,6
E01004591,12
E01004592,2
E01004593,7
E01004594,1
E01004596,6
E01004597,2
E01004598,1
E01004599,2
E01004601,6
E01004602,6
E01004604,2
E01004605,2
E01004606,5
E01004607,4
E01004608,8
E01004609,89
E01004610,9
E01004611,9
E01004612,10
E01004613,41
E01004614,4
E01004615,4
E01004616,5
E01004617,43
E01004618,5
E01004619,4
E01004621,4
E01004622,2
E01004623,1
E01004624,1
E01004626,9
E01004627,7
E01004628,3
E01004629,5
E01004632,1
E01004634,1
E01004636,1
E01004637,2
E01004639,2
E01004640,2
E01004641,3
E01004642,5
E01004643,5
E01004644,6
E01004645,2
E01004646,8
E01004647,19
E01004648,6
E01004649,30
E01004650,16
E01004651,24
E01004652,54
E01004653,49
E01004654,35
E01004656,37
E01004657,546
E01004658,440
E01004659,54
E01004660,129
E01004661,196
E01004662,80
E01004663,63
E01004665,9
E01004668,12
E01004669,14
E01004670,10
E01004674,11
E01004675,18
E01004676,8
E01004677,4
E01004678,6
E01004679,23
E01004680,109
E01004681,92
E01004682,149
E01004683,61
